"name","item"
"Lucky International","Veg Fried Rice"
"M.M.Parotha House","Veg Fried Rice"
"Grubian","Veg Fried Rice"
"Ashish Hotel","Veg Fried Rice"
"MADFEAST","Veg Fried Rice"
"The Horizon Eatery","Veg Fried Rice"
"Grandmother Kitchen","Veg Fried Rice"
"The Grub Hub","Veg Fried Rice"
"Magic Momo","Veg Fried Rice"
"Gowdru Mudde Mane","Veg Fried Rice"
"Gourmet Kitchen","Veg Fried Rice"
"The Grand Hotal & Restaurant","Veg Fried Rice"
"MAHALAXMI CHINESE","Veg Fried Rice"
"Gopalram Restaurant","Veg Fried Rice"
"Good Indian Home Food","Veg Fried Rice"
"The Flavours","Veg Fried Rice"
"The Flavour Fare","Veg Fried Rice"
"Mahavir Ice-cream","Veg Fried Rice"
"Golden Dragon Fast Food","Veg Fried Rice"
"Babu Biryani Center","Veg Fried Rice"
"Bakery Zone","Veg Fried Rice"
"Ghar Ka Dabba","Veg Fried Rice"
"Balaji Ice-cream and Kulfi","Veg Fried Rice"
"Marvel Kitchen","Veg Fried Rice"
"The Adwait Cafe & Restaurant","Veg Fried Rice"
"Gandhi Soda Shop And Fast Food","Veg Fried Rice"
"Max Kitchen","Veg Fried Rice"
"Friends' Mirch Masala","Veg Fried Rice"
"Taste Ville","Veg Fried Rice"
"Taste Minister","Veg Fried Rice"
"Tara Food Corner","Veg Fried Rice"
"Bejoy Food Plaza","Veg Fried Rice"
"Berrybean","Veg Fried Rice"
"Szechuan Dragon","Veg Fried Rice"
"Motel Madhuban","Veg Fried Rice"
"MOTHER PIZZA HUB","Veg Fried Rice"
"Mountain Spice","Veg Fried Rice"
"Food On Call","Veg Fried Rice"
"Cia Chinese In Ahmedabad","Veg Fried Rice"
"Mr. Food - The Family Restaurant","Veg Fried Rice"
"Suvisto Shakes & Cafe","Veg Fried Rice"
"Sushi Plaza","Veg Fried Rice"
"MS FAST FOOD CENTER","Veg Fried Rice"
"FOD - Flavours Of Deccan","Veg Fried Rice"
"Flyfree","Veg Fried Rice"
"MURARI BHOJANALAY","Veg Fried Rice"
"N.R.BRIYANI & KABAB","Veg Fried Rice"
"CILANTRO Multi Cuisine Restaurant","Veg Fried Rice"
"Finestra Cafe and Bistro","Veg Fried Rice"
"Finestra Cafe & Bistro","Veg Fried Rice"
"Femeal","Veg Fried Rice"
"Namaste","Veg Fried Rice"
"Biryani Shop","Veg Fried Rice"
"Biryani WoW","Veg Fried Rice"
"Chinese & More - Food Orbit","Veg Fried Rice"
"Spice dragon","Veg Fried Rice"
"NEW GANGOUR SWEETS (Adityapur)","Veg Fried Rice"
"Bombay Gulalwadi Chinese Food","Veg Fried Rice"
"BOMBAY RESTUARANT & FAST FOOD","Veg Fried Rice"
"NIRMAL BRIJ RESTAURANT","Veg Fried Rice"
"EatAsia Food","Veg Fried Rice"
"Nirmala Hotel & Restaurant","Veg Fried Rice"
"Brahmi vegie","Veg Fried Rice"
"DRS Cloud Kitchen","Veg Fried Rice"
"Simran","Veg Fried Rice"
"Dragon Chinese","Veg Fried Rice"
"Donne Biryani Grand","Veg Fried Rice"
"OXYFEED RESTAURANT","Veg Fried Rice"
"Burger Shurger","Veg Fried Rice"
"Dhang Ka Khana","Veg Fried Rice"
"Dhakshith fast food Center","Veg Fried Rice"
"SHREE ANNADANESHWARA FOOD POINT","Veg Fried Rice"
"Payal Chinese","Veg Fried Rice"
"Rageez","Veg Fried Rice"
"Caffix The Tech Cafe","Veg Fried Rice"
"Delhi Junction","Veg Fried Rice"
"Sharaar - The Prime Park","Veg Fried Rice"
"Pork Hut","Veg Fried Rice"
"SARKAR CATERERS","Veg Fried Rice"
"Sarguja Biryani","Veg Fried Rice"
"D'Tallii Egg","Veg Fried Rice"
"Punjabi De Paranthe","Veg Fried Rice"
"Momo's Villa","Veg Fried Momos [8pc]"
"Tamang Momos","Veg Fried Momos [10 Pieces]"
"LEPCHA DARJEELING MOMOS","Veg Fried Momos"
"Sri Ganesh Momo","Veg Fried Momo (10 Pcs)"
"Pizza Campus","Veg Delight"
"VIPUL DUDHIYA SWEETS","Veg Cutlet"
"Charotar Sweets","Veg Cutlet"
"Red Onion","Veg Cutlet"
"Royal Chaat Cafe India","Veg Cutlet"
"Kunal Restaurant","Veg Cutlet"
"Omm Sweets Snacks","Veg Cutlet"
"DRNK  LAB","Veg Club Sandwich"
"The Chocolate Story","Veg Club Sandwich"
"The Bun Factory","Veg Club Sandwich"
"7 Wonders Hotel Restaurant & Banquet","Veg Club Sandwich"
"The House of Makeba","Veg Club Sandwich"
"Penthaus","Veg Club Sandwich"
"The Good Wich Project","Veg Club Sandwich"
"DiLLi Chats","Veg Club Sandwich"
"The Breakfast Central","Veg Club Sandwich"
"Apna Chulla Dhaba","Veg Club Sandwich"
"Spice Zone","Veg Club Sandwich"
"Hotel The Lotus Park","Veg Club Sandwich"
"Goodwill Cafe","Veg Club Sandwich"
"Qube Cafe","Veg Club Sandwich"
"Ganpati Chaat Bhandaar","Veg Club Sandwich"
"China King","Veg Clear Soup"
"Sindh Foods","Veg Clear Soup"
"Roofmates","Veg Clear Soup"
"Hotel Darshan In","Veg Clear Soup"
"Zhangs Chinese Restaurant","Veg Clear Soup"
"Grand Trunk Road Connecting Cuisines","Veg Clear Soup"
"Khana Khazana-Vastrapur","Veg Clear Soup"
"Honest Fastfood And Chiness","Veg Clear Soup"
"DRAGON'S KITCHEN CHINESE CUISINE","Veg Clear Soup"
"Anu Momos","Veg Clear Soup"
"Amritam Super Foods","Veg Clear Soup"
"Pure Veg Rasoi","Veg Chowmin"
"MAMA FOODS","Veg Chowmin"
"Spicy Signature","Veg Chowmin"
"MS FAST FOODS","Veg Chowmin"
"Ganpati's Meet & Eat","Veg Chowmein"
"Kolkata Fast Food","Veg Chowmein"
"LAJEEJ FAST FOOD","Veg Chowmein"
"Rajiv restaurant","Veg Chowmein"
"Agarwal Sweets & Snacks","Veg Chowmein"
"Angeethi Restaurant","Veg Chowmein"
"WOW KITCHEN","Veg Chowmein"
"Rajvi Restaurant","Veg Chowmein"
"Kitchen House","Veg Chowmein"
"The Manoj Restaurant","Veg Chowmein"
"Mughal e murhg","Veg Chowmein"
"SHREE BALAJI KITCHEN","Veg Chowmein"
"KESARWANI CHAT BHANDAR AND FAST FOOD","Veg Chowmein"
"Om Kathi Express","Veg Chowmein"
"Swad Bahari","Veg Chowmein"
"A1-Haji Biryani","Veg Chowmein"
"Moody Foody","Veg Chowmein"
"Petuk Baba : The Taste Of Alipurduar","Veg Chowmein"
"Maa Bhagawati Bhoj","Veg Chowmein"
"Saraswat Sweet House","Veg Chowmein"
"ROCK AND ROLL BIRIYANI CENTER","Veg Chowmein"
"TFC","Veg Chowmein"
"KESARWANI DOSA CORNER","Veg Chowmein"
"Rainbow cloud Kitchen","Veg Chowmein"
"Chulha India (Swad Ghar Jaisa)","Veg Chowmein"
"UTSAV FAST FOOD","Veg Chilli Momo [8pcs]"
"MOMOMIA-LOVE IN EVERY BITE","Veg Chilli Garlic Fried Rice"
"Chinese Food Express","Veg Chilli Garlic Fried Rice"
"Doon Metro Hotel & Restaurant","Veg Chilli Garlic Fried Rice"
"DAAR JI MALAI CHAAP","Veg Chilli Chicken"
"BIRA JI CHAAP","Veg Chicken Tikka Roll"
"I Make Dessert Bakery And Cafe","Veg Cheese Sandwich"
"SHREE KARDHAR FAST FOOD","Veg Cheese Sandwich"
"Jai Arbuda","Veg Cheese Sandwich"
"T M Fast Food","Veg Cheese Sandwich"
"Dosa.in","Veg Cheese Sandwich"
"Cafe Creative","Veg Cheese Sandwich"
"Tea Time","Veg Cheese Sandwich"
"The Night King Cafe","Veg Cheese Sandwich"
"Chatkazzz Sandwich House","Veg Cheese Sandwich"
"A square Mahima restaurant","Veg Cheese Sandwich"
"Shri Food Planet","Veg Cheese Sandwich"
"Kutchi King","Veg Cheese Sandwich"
"Maharaj Fancy Dhosa","Veg Cheese Sandwich"
"Sandwich Guru","Veg Cheese Sandwich"
"Tazza Pizza","Veg Cheese Sandwich"
"Shreeji Chaiwale","Veg Cheese Sandwich"
"New Prince Bhajipav Corner","Veg Cheese Sandwich"
"MAPLE AND OLIVE","Veg Cheese Sandwich"
"Stoned Monkey","Veg Cheese Sandwich"
"Karnavati Dabeli","Veg Cheese Sandwich"
"Shawarma Cafe","Veg Cheese Sandwich"
"Mahalaxmi Pav Bhaji","Veg Cheese Sandwich"
"Gold Grill","Veg Cheese Sandwich"
"Mumbai Fastfood Center","Veg Cheese Sandwich"
"Laxmi Fast Food","Veg Cheese Sandwich"
"Relish World","Veg Cheese Sandwich"
"Shree Purohit Snacks Bar and Cafe","Veg Cheese Sandwich"
"Frankie Adda","Veg Cheese Sandwich"
"Cafe Aarooz","Veg Cheese Sandwich"
"Hungrito","Veg Cheese Sandwich"
"Hungernomia","Veg Cheese Sandwich"
"Mahalaxmi Bhaji Pav Center (Main Bazar) -Manek Chowk","Veg Cheese Sandwich"
"Arabian Shawarma & More","Veg Cheese Sandwich"
"Eat & Bite Food Way","Veg Cheese Sandwich"
"Akkad Bakkad Bombay Boo (AB3)","Veg Cheese Sandwich"
"Prince Shawarma","Veg Cheese Sandwich"
"Akkad Bakkad Bombay Boo","Veg Cheese Sandwich"
"Harshakti Parlour (Amul Cafe)","Veg Cheese Sandwich"
"Food Center","Veg Cheese Sandwich"
"Hot and cruncy sandwich dabeli ani pijja center","Veg Cheese Sandwich"
"Jay Arbuda Food Point","Veg Cheese Sandwich"
"Pooja Dhokla Shoppe","Veg Cheese Sandwich"
"King of Shawarma","Veg Cheese Sandwich"
"Al-Baik Fast Food","Veg Cheese Roll"
"Pizzas Studio","Veg Cheese Pizza [7Inches]"
"Singhs Milk Bar","Veg Cheese Pizza [7inches]"
"Pizza Caprina","Veg Cheese Pizza"
"Pizza Pan","Veg Cheese Momos"
"Pizza Wizza & More","Veg Cheese Momos"
"Bombay Pizzza Wala","Veg Cheese Momos"
"Veggie Paaji Pizza","Veg Cheese Momos"
"Moh Maya Momos","Veg Cheese Momos"
"Huzi Pizzaeria","Veg Cheese Momos"
"Momos King","Veg Cheese Momos"
"Dynamite - wrap n rolls","Veg Cheese Momos"
"Hite Cafe","Veg Cheese Momos"
"Dahiya Momos Hub","Veg Cheese Momos"
"Pizza Express","Veg Cheese Momos"
"King's Momos","Veg Cheese Momos"
"House of Shake","Veg Cheese Momos"
"B Burger Bar","Veg Cheese Momos"
"Murli Rabdi Ice Cream","Veg Cheese Grilled Sandwich"
"AL BAIK Xpress","Veg Cheese Grilled Sandwich"
"Belgian Waffles","Veg Cheese Grilled Sandwich"
"Farmish Sandwich","Veg Cheese Grilled Sandwich"
"CAFE GLITZ","Veg Cheese Grilled Sandwich"
"Bistro Kitchen","Veg Cheese Grilled Sandwich"
"The Bearded Foodie","Veg Cheese Grilled Sandwich"
"Litebite Cafe Coffee & Snacks Bar","Veg Cheese Grilled Sandwich"
"Estrella De Mar","Veg Cheese Grilled Sandwich"
"WANGS XANADU AUTHENTIC TIBETAN CUSINE","Veg Cheese Fried Momo"
"CRAZY FAST FOOD","Veg Cheese Burger [Double]"
"Blooming Breadzz","Veg Cheese Burger"
"Jaggery cafe","Veg Cheese"
"Priya'z Food City","Veg Chawmin"
"Mr Singh's Tandoori Hut","Veg Butter Chicken"
"look@momos","Veg Burger Momo Combo"
"Beyond Temptation- Camp","Veg Burger"
"Food Bite","Veg Burger"
"Chingaaree","Veg Burger"
"Monginis Cake Shop","Veg Burger"
"Big Sandwich","Veg Burger"
"CJ Restaurant","Veg Burger"
"J s & K s Family Restaurant & Party Place","Veg Burger"
"Live Puff Point","Veg Burger"
"Just Baked","Veg Burger"
"The Food Story","Veg Burger"
"Cafe Chaai Paani","Veg Burger"
"Wah","Veg Burger"
"Ekam Food Court","Veg Burger"
"Junior & Senior Burger","Veg Burger"
"AMRAVATI FOODS","Veg Burger"
"Checkers Pizza & Shawarma","Veg Burger"
"Food Plaza","Veg Burger"
"Al-Baik Food","Veg Burger"
"Urban Cafe","Veg Burger"
"Apnaa Addaa","Veg Burger"
"Bake N Grill","Veg Burger"
"The Cheesy Bond Cafe","Veg Burger"
"Glen's Bakehouse","Veg Burger"
"Neelam Sandwich & Pizza","Veg Burger"
"BKR Kafeinate","Veg Burger"
"Night Shift Brewing","Veg Burger"
"THE PIZZA EXPRESS","Veg Burger"
"KINGS COFFEE CLUB","Veg Burger"
"Bites In Budget","Veg Burger"
"The pizza world","Veg Burger"
"Baani's Kitchen Club","Veg Burger"
"Urban Bites","Veg Burger"
"Ek One Uno Pizza","Veg Burger"
"All In One  Food Point","Veg Burger"
"THE LONDON SHAKES","Veg Burger"
"Green Burst","Veg Burger"
"Bombay Frankie Corner","Veg Burger"
"Er. Momo'S","Veg Burger"
"Ilmov Foods","Veg Burger"
"Chai Sutta Bar","Veg Burger"
"Hot & Spicy Hut","Veg Burger"
"Biryani Zayka","Veg Burger"
"PUJA SWEETS BHALUBASA","Veg Burger"
"Yuvi the cafe","Veg Burger"
"Hari Om Dabeli","Veg Burger"
"Zaika Biryani","Veg Burger"
"Lassi and more, infantry road","Veg Burger"
"S V JUICE JUNCTION","Veg Burger"
"PUB G FOOD CITY","Veg Burger"
"Chai Talap","Veg Burger"
"Bangalore Bakers","Veg Burger"
"Drinks Aadda","Veg Burger"
"Drink Eat Fun","Veg Burger"
"The Shakes Hub","Veg Burger"
"Om Ice Cream Parlour and Fast Food","Veg Burger"
"Dr Ank","Veg Burger"
"KKFC","Veg Burger"
"VAULT 99","Veg Burger"
"Mahi Fast Food","Veg Burger"
"NABJIBAN KULFI","Veg Burger"
"Mahavir Ice-cream & Kulfi","Veg Burger"
"I Love Sandwich House","Veg Burger"
"Seven Days Eatery","Veg Burger"
"Ahmednagar foodies cafe","Veg Burger"
"DOSA JUNCTION","Veg Burger"
"TEXAS BURGERS","Veg Burger"
"La Resta Pizzza","Veg Burger"
"La Jawab Fast Food","Veg Burger"
"Real Paprika Express Outlet","Veg Burger"
"Meldi Maa sandwich Center","Veg Burger"
"La Casa De Food","Veg Burger"
"Snac-King","Veg Burger"
"De Pizzeria","Veg Burger"
"Baroda Sandwich","Veg Burger"
"Mewad Dabeli And Snacks","Veg Burger"
"Five Star Chicken","Veg Burger"
"7 Days","Veg Burger"
"FIVE STAR CHICKEN","Veg Burger"
"Five Star Chicken & Koli Hut","Veg Burger"
"Te Amo Bistro","Veg Burger"
"Shakes And Lemonades","Veg Burger"
"Shri Balaji fast food and Variety store","Veg Burger"
"SHALIMAR CATERERS CAFE PARADISE","Veg Burger"
"Shambhu's Coffee Bar","Veg Burger"
"TUMMY CLINIK FAST FOOD CORNER","Veg Burger"
"Tasty Bite Fast Food","Veg Burger"
"After Class Cafe","Veg Burger"
"CRAVEBITE","Veg Burger"
"Pizza Delight","Veg Burger"
"MUMBAI GRILLS - The House of Veg KEBAB","Veg Burger"
"Shawarma Time","Veg Burger"
"Karan Goinsta Cafe","Veg Burger"
"Rs 49 To Rs 99","Veg Burger"
"Pizza And Sandwich Centre","Veg Burger"
"Truffles","Veg Burger"
"S S Residency","Veg Burger"
"Burger House","Veg Burger"
"Delight The Pastry Shop","Veg Burger"
"RUCHI BITES","Veg Burger"
"Jayraj Sandwich And Pizza","Veg Burger"
"Ronak Omlet","Veg Burger"
"Delit foods And Cack","Veg Burger"
"Chief Cap","Veg Burger"
"Sagar Ratna ( Balson chauraha)","Veg Burger"
"Momo Nation Cafe","Veg Burger"
"CHEESY CRAZY CAFE","Veg Burger"
"Shiva'S Coffee Bar & Snacks","Veg Burger"
"Hunger Hill","Veg Burger"
"Rangoli Ice Cream","Veg Burger"
"Sunny Hot Burger","Veg Burger"
"Mahakali Burger","Veg Burger"
"RONAK FAST FOOD","Veg Burger"
"Mani's Dum Biryani","Veg Biryani Half"
"Saavor","Veg Biryani"
"USPFC PIZZA , Jhalwa","Veg Biryani"
"Mahalaxmi Chinese -Pavbhaji & Ice cream","Veg Biryani"
"Good Land Chain","Veg Biryani"
"Gorabandh Restaurant","Veg Biryani"
"Mahalaxmi Bhojnalaya","Veg Biryani"
"Gouri Inn - Royal Regal Pure Veg Restaurant","Veg Biryani"
"Go69 Pizza","Veg Biryani"
"Haanji Amritsari Kulchas","Veg Biryani"
"Awadhi Foods","Veg Biryani"
"Grannys Kitchen","Veg Biryani"
"Renuka kitchen","Veg Biryani"
"ROTI WALA","Veg Biryani"
"The Hunger Food Club","Veg Biryani"
"Roti curry","Veg Biryani"
"Leaf Restaurant","Veg Biryani"
"MAA KRISHNA RESTAURANT","Veg Biryani"
"Chakhna","Veg Biryani"
"Puja Bhojnalaya","Veg Biryani"
"Masala Handi","Veg Biryani"
"Gardenia by Fortune Park Ahmedabad","Veg Biryani"
"Jashn Restaurant","Veg Biryani"
"Lovely Kulcha Land and Veg champ","Veg Biryani"
"Dana Pani Restaurant","Veg Biryani"
"Reserveseats","Veg Biryani"
"A LOTUS The Food Plaza","Veg Biryani"
"Hyderabadi Biryani House - Saddam","Veg Biryani"
"Andhra Gunpowder","Veg Biryani"
"Shahi Mughal Darbar","Veg Biryani"
"Ravi Teja Family Restaurant","Veg Biryani"
"The Tasty Kitchen","Veg Biryani"
"Bawarchi The Restaurant","Veg Biryani"
"Sheetal'S Kitchen","Veg Biryani"
"Jay Shree Jalaram Parotha House","Veg Biryani"
"TARTE RESTAURANT","Veg Biryani"
"Tanishq Family Restaurant","Veg Biryani"
"Shiv shankar Fast food","Veg Biryani"
"Kumbakarna Biryani House","Veg Biryani"
"Kukkad Handi Biryani","Veg Biryani"
"Zaika Biryani Ka","Veg Biryani"
"HOUSEFULL BIRYANI","Veg Biryani"
"Mr Biriyani","Veg Biryani"
"Junction Restaurant","Veg Biryani"
"Cafe 1St Story","Veg Biryani"
"Jungle Cafe","Veg Biryani"
"Pappu Restaurant","Veg Biryani"
"Hokart - Balaji Restaurant","Veg Biryani"
"Sansar Restaurant","Veg Biryani"
"Food Court","Veg Biryani"
"Chickpet Jonne Biryani","Veg Biryani"
"Stove House","Veg Biryani"
"Sanjha Chulha","Veg Biryani"
"Hotel Maithili","Veg Biryani"
"Biryani Buckets","Veg Biryani"
"Mustafa's Dum Biryani-Cidco","Veg Biryani"
"Biryani Fusion","Veg Biryani"
"SRI RESTAURANT","Veg Biryani"
"Om Sai Fast Food","Veg Biryani"
"BIRYANI HUB","Veg Biryani"
"UDAPI RESTAURANT","Veg Biryani"
"Biryani Mahal","Veg Biryani"
"AK Amritsari Dhaba","Veg Biryani"
"Biryani Mount","Veg Biryani"
"Fauji Dhaba","Veg Biryani"
"Biryani Trip","Veg Biryani"
"Udupi Meals","Veg Biryani"
"Sree Vinayaka Grand","Veg Biryani"
"Nana Hotel","Veg Biryani"
"NARAYAN  HOTEL","Veg Biryani"
"Kebab Factory","Veg Biryani"
"Bliss Kitchen By Akhil Soni","Veg Biryani"
"Hotel Cosmopolitan - Coriander","Veg Biryani"
"Khans Kitchens","Veg Biryani"
"Hotel Abdullah","Veg Biryani"
"Hotel Al Hayat","Veg Biryani"
"R K Food Plaza","Veg Biryani"
"New Guru Dhaba","Veg Biryani"
"NORTH INDIAN CHSSKKA","Veg Anda Curry"
"CLUB HOUSE CAFE","Veg American Chopsuey"
"Chinese TOWN","Veg American Chopsuey"
"Chinese MANDARIN","Veg American Chopsuey"
"Fresh N Tasty","Veg Aloo Roll Plate (2 Pcs)"
"Sawariya Sneck","Veg Allumater Chij Sandwich"
"Chai Samosa","Veg Afgani Chicken"
"Samosewala","Veg Afgani Chicken"
"Shree Jay Jalaram Khaman House","Vatidal Khaman (250 gms)"
"KHA-LO","Vanilla Waffle"
"SWAD","Vanilla Waffle"
"Kekiz'z","Vanilla Pastry"
"HSR FRESHCANE JUICE","Vanilla Milkshake"
"Hokart - Star mix ice cream faluda","Vanilla Ice-cream"
"DELICETO  PASTRIES","Vanilla Fresh Cream"
"Winni Cakes and More","Vanilla Cupcake"
"Batter Beater","Vanilla Cupcake"
"Cake Sunshine","Vanilla Cream Cake [450g]"
"Cake Kohinoor","Vanilla Cream Cake [450g]"
"Indrashesh Cake & Bakery","Vanilla Cake"
"Jain Cake Wakers","Vanilla Cake"
"Sargra Online Cake Delivery","Vanilla Cake"
"Baker'S Den","Vanilla Cake"
"Cake City","Vanilla Cake"
"Minerva Ice Cream","Vanilla"
"Hokart - Bombay choupati faluda","Vanilla"
"Shree Janta Ice Cream","Vanilla"
"SREE GANESHA FRUIT JUICE CENTRE","Vanilla"
"Fnp cake / Holy city bakers","Vanilla"
"Al Rian","Vanilla"
"Scoop","Vanilla"
"Coastal Creamery","Vanilla"
"Havmor Icecreams - Snowfall creams","Vanilla"
"L & M With Milky Way","Vanilla"
"Ice Cream Factory","Vanila Brick [750 Ml]1"
"Cutiepie Cakes","Vancho (1 kg)"
"Honey Special Cake","Vancho (1 kg)"
"DEEPAK  FOOD","Vage Biryani"
"OM TULSI RESTAURANT","Vage Biryani"
"SHAILENDRA","Vage Biryani"
"KITCHEN CHATKARA","Vage Biryani"
"OM TULSI PURE VEG RESTAURANT","Vage Biryani"
"Regal mart","Vadilal Special Mava Cool-fi"
"PANKAJ","Vadapav"
"Lijjat Foods","Vada Pav With Oil (with Garlic)"
"Patil Mama Vadapav Wale","Vada Pav (1 Pc)"
"Puneri Vada","Vada Pav"
"Park Cafe","Vada ( 2pc )"
"Elohim home Kitchen","Usuna Rice + Dalma + Bhaja / Bharta + Pickle / Salad + Papad(2pcs)"
"ASHA s KITCHEN","Upma"
"Gajanand Totha","Tuver Totha [1kg]"
"GOYAL CAKES & BAKES","Tutti Frutti Biscuit"
"The Zen Garden","Tsing Hoi Chicken"
"Chatoree","Triple Schezwan Rice"
"Lungi A Cafe From South India","Triple Fried Rice"
"McDonald's Gourmet Burger Collection","Triple Cheese American Burger - Veg"
"Cream Zone","Tres Leches"
"The Bier Library","Tres Leches"
"Craft of Biryani","Tres Leches"
"Slurpy Shakes","Tres Leches"
"Byg Brewski Brewing Company","Tres Leches"
"Bs Bakery & Cafe","Toxic Avenger Chocolate (200 Gms)"
"0 Dergee Celcius","Tooti - Fruti"
"I. M. Madras","Tomato Uthappam"
"Hotel Aryaas","Tomato Uthappam"
"The Dosa Times - Food Orbit","Tomato Uthappam"
"Sphere Lounge","Tomato Soup"
"Reet Fast Food","Tomato Soup"
"Pizza Shop","Tomato Soup"
"Bombay Chinese Food","Tomato Soup"
"Hotel Kashmir","Tomato Soup"
"Seven2Eleven","Tomato Soup"
"Saffron","Tomato Soup"
"Om Sai Restaurant","Tomato Soup"
"Agarwal Food Court","Tomato Soup"
"Dark Awake Cafe","Tomato Soup"
"Jay Ambe Fast Food And Restaurant","Tomato Soup"
"Somrish Restaurant","Tomato Soup"
"Zupadi Kitchen","Tomato Soup"
"Bluevy Hotel","Tomato Soup"
"Mc Oliver'S Pizza","Tomato Soup"
"Lalaji's Veg - Non Veg","Tomato Soup"
"New Mehfil Restaurant","Tomato Soup"
"Sam's Pizza","Tomato Soup"
"Chinese Town","Tomato Soup"
"PIZZA 69","Tomato Soup"
"Cafe Mithai","Tomato Soup"
"Fakira","Tomato Soup"
"Pfz","Tomato Soup"
"House of Mexican - Food Orbit","Tomato Soup"
"Food Inn","Tomato Soup"
"New Sudhamrit Restaurants","Tomato Soup"
"Johnny Da Dhaba","Tomato Soup"
"Pasta Street","Tomato Soup"
"Lalabhai Sevusalwala","Tomato Sev Tari"
"Milatary Hotel","Tomato Rice"
"Ajji Ruchi Kitchen","Tomato Rice"
"Himalaya chat","Tomato Rice"
"Rekha's Kitchen","Tomato Rice"
"Dil Tiffins","Tomato Rice"
"Puliyogare Palace","Tomato Rice"
"Roothraj Dhosa Center","Tomato Rice"
"Kovallam","Tomato Rice"
"MR IDLI & CHATS","Tomato Rice"
"The Fast Desi","Tomato Rice"
"Sri Srinivasa food court","Tomato Rice"
"22nd Parallel","Tomato Rice"
"Dakshinayan","Tomato Rasam"
"Stuffed","Tomato Ketchup"
"Zaika Ghar Ka","Tomato Chutney"
"Swagarena","Tomato Basil"
"D Hamlet pizza","Tomato"
"Ninjin","Tom Yum Soup"
"The VJ Cafe & Dr.Bubbles","Tiramisu Waffle"
"Ice Cream Lounge & Cafe","Tiramisu Sundae"
"Grace Coffee Co.","Tiramisu Latte"
"Nothing Before Coffee","Tiramisu Latte"
"Sorbetto","Tiramisu Jar"
"CHEESECAKE AND CO","Tiramisu Jar"
"Crush Coffee","Tiramisu Crunch Freppino"
"Buzzfood","Tiramisu Cold Coffee"
"Toscano's Crafted Cakes and Desserts","Tiramisu Cake"
"Connie's Restaurant","Tiramisu"
"Mm'S Pizzeria","Tiramisu"
"Lubov Patisserie - Cakes, Macarons and Desserts","Tiramisu"
"Yumlane Pizza","Tiramisu"
"Bonlicious","Tiramisu"
"1441 Pizzeria","Tiramisu"
"Smoke House Deli","Tiramisu"
"Mota Halwai Since 1950","Til Pare (Per 250 gms)"
"Akram Grill","Tikka Biryani"
"Shree Rasraj Tiffin Service","Tiffin 2"
"Lazeez Biryani House","Thums Up"
"Nomad Pizza- Traveller Series","Thums Up"
"Hotel Gallus","Thali"
"Gopaljee Cafe","Thali"
"Agashiye - The House Of Mg","Thali"
"Pink Panther","Thai Red Curry"
"Nasi and Mee","Thai Red Curry"
"TGIH- Thank God Its Healthy","Thai Green Curry Veg"
"The Food Company","Tfc Salted Fries"
"Vadilal -Now For Ever","Tex Mex"
"Fitfuel & Co","Teriyaki Grilled Paneer Salad"
"Shri Ram Sweets","Tea with Suger"
"HAMMAD BIRYANI HOUSE","Tawa Roti [1Pc]"
"Sazzy'S Kitchen","Tawa Roti"
"The Food Villa","Tawa Roti"
"Buddha Delight - Gamharia","Tawa Roti"
"New Family Dhaba","Tawa Roti"
"food mistri","Tawa Roti"
"Vrindavan Bhojnalaya","Tawa Roti"
"Cookery Paradise","Tawa Roti"
"Himalayan Cafe And Restaurant","Tawa Roti"
"Rasoi Restaurant- Hotel Prayag","Tawa Roti"
"Delhi Tadka","Tawa Roti"
"Food Banjara","Tawa Roti"
"Thali Adda","Tawa Roti"
"AM 2 PM  Foods","Tawa Roti"
