"name","sum"
"Suprabath Foods","259"
"The Almighty Biryani","114934"
"Currchi","69"
"Raghavendra Tiffin HSR","1245"
"HOTEL SRI CHOWDESHWARI","4805"
"Bond Over Coffee","444"
"Pizza Therapy","417"
"Taj Mugalai since 1981","144"
"Donne Biryani @Traffic Jam","5833"
"Saumya flexible kitchen","880"
"New Zulfiqar HOTEL","454"
"Yumme Foods","208"
"South Indian Royal midtown Veg","282"
"Nakshatra Inn Multi Cuisine Restaurant","597"
"Watson's","3255"
"The Royal pizzaholics","2213"
"LAKSHMI BHAVAN","13903"
"Kebab King","2444"
"Happetite","3843"
"Royal star cake shop","833"
"CHALUKYA RESTAURANT","1926"
"Hotel Plaza","15435"
"City Heart","1176"
"VGS Chai Cafe Bar","93"
"Tadak Bhadak Rasoi","190"
"Banu biriyani","144"
"THE NEW LATEST MODEL FAMILY RESTAURANT","1519"
"Balodi's Kitchen","667"
"The Ved Mantra","24333"
"Foody Rockz","384"
"Golden China Restaurant","9190"
"gurudev kathiyawadi restraunt","12528"
"GREEN MIRCHI","2250"
"SHREE GURU FAMILY RESTAURANT","2968"
"A One Pani Puri","40000"
"Sandwizone - The Vegetarian Vibe","0"
"Kathi Roll Shop","208"
"The Belgian Fries Company","90806"
"SS AASHIQ BIRIYANI","398"
"THE TEA BREAK","236"
"Amrutha Residency","111"
"VIJAY FRUIT JUICE CENTER","1718"
"kitchen","319"
"Red Chilly The Restaurant","16917"
"Aroti Restaurant","222"
"TFC The Food Company","3579"
"Chulha 99*","1241"
"Alam Muradabadi Biryani","1190"
"SARKAR CATERERS","315"
"The Pizza Spcialist","1611"
"Hotel Malanad Siri","13574"
"DA FLIRTY PARATHA","185"
"YUMMIOZA CHINESE RESTAURANT","144"
"The pizza fire","1532"
"Butter chicken","537"
"Biryani Bemisal","106"
"SS Kachori Wala","6083"
"Doff Pub and Cafe","1639"
"Restro Pizza","7671"
"Lunch & Dinner @199","250"
"New Rajshree Bhojnalaya","14931"
"Icy n Spicy","1389"
"Gujarat Bhajipav And Pulav","7208"
"Neelkamal Restaurant","4504"
"Rajasthani Tadka","132032"
"Balla's Spice Touch","4236"
"HAVE A BITE","472"
"Desi Bites And Company","88"
"38 street real american taste","65"
"Aagya sawad","995"
"ABHIRUCHI SWAGRUHA FOODS","139"
"Yumm Hot Dog","38704"
"Craggy Cafe","13255"
"Punjab Rajasthan Express Restaurant","278"
"Bakery Bitzz","241"
"Dwarka Pantry","343"
"ROCK N ROLL RESTRO","120"
"Chawla Chicken Corner","91282"
"Cake kingdom","505"
"Santosh Punjabi Dhaba","5671"
"Apna Gharonda","801"
"Taste Of Shakes","241"
"Pizza Mealbox","5907"
"sanjos donuts","597"
"Bake Junction","2467"
"Mrf sea foods","8069"
"Vikash Mithai Mandir","60"
"DARSHAN DA DHABA","37"
"10D Express","5546"
"AROMA BIRYANI AND FASTFOOD","12208"
"Sher E Punjab","19237"
"Namastey Bhilai Restaurant","472"
"CLOUD KITCHEN","13171"
"The cake town","5097"
"The Chocolate Room","170378"
"RISING SMOKE","7472"
"Aldif Rosemilk Kiosk - Fourpoles","111"
"SAKATH MOMOS","454"
"Tinku's Kitchen","1444"
"Superstar Pizza","23584"
"New kadai","34421"
"R K'S KITCHEN","2481"
"OYE PATIALA ON THE ROCKS","111"
"BBQ Rolls N Biryani","935"
"THE TRAFFIC JAM","11921"
"Gwalbhog","75690"
"Sai Krishna snacks & Dinner","2898"
"The Kurtos","426"
"Eat Me Home Cafe","111"
"BIRYANI TALES","750"
"Mataam Al Arabia","14301"
"Sugarless Life","847"
"Kisna Veg Chaap","3935"
"Sri Skanda Sagar","9560"
"Shri Sai Rasoi","88"
"Shawarma Center","495"
"Hungry","1523"
"Superior Bowls and Thali's","736"
"Kurry Karamat","3644"
"Reliable Pahunchar","1685"
"Khurana Fruit Icecream","139"
"Love Shakes Adda","968"
"Smoky Chimney","5620"
"Hotel Gallus","1657"
"Street Of Pizza","6056"
"Night Feast","1371"
"Florentine","273"
"Roti  Boti","394"
"Pizza Prime Cafe","333"
"bunty naan wala","403"
"CHOWRINGHEE","708"
"Super Donuts the American Eatery","139"
"Cakes & bakes","7120"
"Perfect Pizza","6917"
"Zeeshan Biryani Center","10421"
"Amritsar De Kulche","28269"
"M.S And Sons (Food Corner)","1292"
"Flavours-Kalyan Grand","181"
"KPN 13","144"
"Soya Tandoori Junction","2106"
"Milkshake Mafia","6042"
"Real Paprika Express Outlet","7815"
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","309566"
"GREENS N BEANS","190"
"Cakelicious bakers & cafe","833"
"Jilandra Paan","8421"
"Swad Anokha Foods","2722"
"JRML KATTI ROLLS","593"
"The Southern Story","458"
"Gupta Ji Food Point","579"
"WAFFLE STUDIO","4389"
"Sairam Tiffin Centre","3648"
"Thinaiyamuthu Millet Restaurant","15074"
"Real Fruit Juice","259"
"Happy Healthy Foods","616"
"Hyderabad biriyani hotel","2551"
"New Day2day Restaurant","134"
"Sharad Pavbhaji","1745"
"MARISCO SEAFOOD CARNIVAL","11796"
"The Palms Indian Restro Bar Hotel Sunbeam Premiu","167"
"The Bistro @ Global Village","6972"
"My Kitchen","21060"
"HOTEL MAYURA DURG","1125"
"AT ADUKKALA","1898"
"SHRI SHANTISAGAR JUICE & ICE CREAM PARLOUR","2412"
"KGN RESTAURANT","681"
"5 Roz Biryani","2745"
"Juice Brewery","5593"
"Shakes and cones","0"
"Just Burger","1259"
"Benny's Boom ice cream","509"
"SENTHIL ANDAVAR TIFFEN CENTER","12176"
"Nawabi Smoke House","162"
"Lezera","97"
"Ya-marhaba mandi","4259"
"The Falcon Cafe","259"
"Namma Veetu Samayal","1750"
"Karavali Zone","5963"
"Chef's World","1986"
"WOW KITCHEN","69310"
"Sri Sai Raghavendra Udupi Veg","14106"
"Mayura Sagar","0"
"Gulatiyan Di Hatti","79"
"Outi Pizza","384"
"KINGS BAR AND RESTAURANT(A.M.ENTERPRISES)","384"
"Bhaijan Chicken wale","569"
"The Signature","9106"
"Manoj Sweets","111"
"Hold My Chicken","194"
"hotel atlantica","403"
"8AM TIFFINS","1037"
"KIAN RESTAURANT","51"
"Bhole chature","426"
"The Crown Patisserie","3125"
"DOUGH-HEADS","3269"
"Quickey snax","500"
"KANAKASRI NEW FOOD COURT","2889"
"Shahi Momo Corner","13671"
"BABUSHA KATHI ROLLS MORE","1551"
"Swaad Anusaar","2273"
"WelcomCafe Serenade-Welcomhotel Bella Vista","204"
"Momos King","4180"
"Door to Door","833"
"Rahamathullah Hotel","231"
"Kismat Biriyani","277"
"Amma Biryani Point","79"
"MEAL BOWL (DOON METRO HOTEL and restaurant)","2005"
"LUNCH BOX","185"
"CENTRAL BIRYANI ZONE","13755"
"PIZZA SQUARE","5825"
"Lalmati Restaurant","93"
"The Villa Chinese Restaurant And Cafe","708"
"Sharmaji Dilli Waale","53213"
"Lucky Vaishno Dhaba","3801"
"9K FOOD VILLA","4639"
"Cheese Nack","1060"
"Hot and Crispy","1435"
"Ajay's Take away food (Bardoli)","83"
"HAPPY RASOI","15931"
"CHAI BISCOOT","97"
"Parth China Magic","11273"
"cafe naturally","10333"
"WORLD BREW","394"
"Chowmeen","65"
"Try & Taste","3560"
"Raghav Restaurant","268505"
"Tulip","83"
"Mahamaya Restaurant","17667"
"High On Pasta","2162"
"delhi 21","16759"
"THE GUN BBQ","7940"
"Om Sai Fast Food","27005"
"Maharaja Biryani Center","167"
"SPICE EATS RESTAURANT","491"
"Kolkata Biryani@99","315"
"Green Valley Restaurant","1935"
"The Corner Stop","111"
"Shri Jagannath bakery","815"
"Mani s Burger","185"
"Hotel Taj heritage","141343"
"Saarangi express","1338"
"STRIVE - PLANT POWERED NUTRITION","2977"
"BENGAL GARDEN","116"
"Urban Tadka Pizza","106"
"Shahi Tandoor","241"
"Royal Fast Food","2310"
"Chaska P2B","2958"
"SRI BALAJI TIFFINS AND FASTFOOD","4199"
"Sri Abhiruchi Biryani & Chinese Fast Food","6593"
"JAI VEERU KI JAIL","7019"
"Sab Kuch Veg","542"
"BROTHER S BAKERS","42"
"Guruprasad Chinese Corner","88"
"VAZHAYILA RESTAURANT","2500"
"Bomb Burger","342"
"THICKSHAKES FACTORY OUTLET S","7130"
"1-4-1 Bowl Meals","1329"
"Republic of Chicken","1810"
"Divine Delight Bakery","3889"
"Juice island","46"
"MERI MAGGI","1028"
"Asia Kitchen By Mainland China","26272"
"Hot Plate","2176"
"Calcutta Biryani Club","3426"
"EATOPIA","7167"
"THE FOOD QUEST  FAMILY RESTAURANT","514"
"KARIMS DELHI 59","4370"
"Cake by chef","6968"
"DESI GALI","194"
"Over The Stone","3477"
"Ghar ka restaurant","389"
"Sub N Salads","29579"
"FoodPaco","65"
"SHAHI CHICKEN POINT","1130"
"Shiv Misthan Bhandar","14343"
"Grill N Rice Restaurant","1444"
"Keventers Ice Cream","826297"
"BLINI BISTRO","259"
"MOORTHY CAFE","1889"
"Nuage Popcorn","65"
"Nashta wala","181"
"Havish Chinese Corner","2287"
"Chinu Chaat Bhandaar","97"
"Pizzarea","8500"
"Bhagwan Corner","338"
"Sindhi Chicken Corner","972"
"York Ave Cafe","14532"
"Idly 'N' More","8324"
"Jashn-E-Biryani","3347"
"Big City Pizza","1130"
"Champaran Meat House","54518"
"SWAD BOX","4949"
"Ajesh Mess","1889"
"Navrang","48389"
"Khao Ji Dhaba","93"
"Good Bread Factory","11903"
"Sunny Paji Da Dhaba","13227"
"The Matka khichdi","519"
"WOW JUICE HOUSE","333"
"Currynest India","4259"
"Ultimate cakes","3426"
"Cafe Creme","9712"
"Apna Dhaba","15875"
"The cafe","2852"
"third wave coffee","102"
"Sanjay Chulha","6005"
"Bakery Point","1148"
"Lovely Multi Cuisine Restaurant","3889"
"Mumbai Cafe House","65"
"Kathiyawadi Kasumbo","856"
"Aroy Thai","42"
"The tasty town","12921"
"New kapoor vaishno dhaba","116"
"Urban Khoka 24*Seven","69"
"SM Royal Hotel","685"
"KINGS PIZZA","259"
"The Biryani Express","15972"
"Homestyle Pasta","444"
"Spring Roll Mania","9977"
"Thakali Momos","79"
"Oh My Box","12963"
"Annapurna Tiffins","407"
"Sadda Chulha","1181"
"Ganga Restaurant","722"
"QFC (Ashoknagar)","8690"
"Milk shakes makers","171"
"VILLAGE VANTAKALU","1856"
"IZAAN CLICK TO EAT","398"
"SRIVATSA CAFE","8306"
"Bobi's Restaurant Since 1963","69"
"Hungry Students Kitchen","0"
"Chakh-Naa","620"
"Chilles Dhaba","532"
"SRS HAVMOR","782"
"Sliders n Rolls","1620"
"Madhur Ice Cream and Pasta Villa","20731"
"Sea Emperor","1185"
"Rayalseema Fast Food Mini Meals Ice Cream Fruit Ju","32"
"Sanjha Chula","15556"
"Hotel Nakshatra Grand","7157"
"Daddy Plz Dosa","28269"
"SWARA TANDURI MISAL HOUSE","810"
"BOOMIKA FOODS","194"
"Haramrit Vaishno Dhaba","157"
"High On Food","9917"
"Anandha Biryani House","426"
"Maa Bhawani Bhojnalay ( pure veg )","4440"
"Mcrennett (Madipakkam)","20134"
"The Dim Sum House","199"
"A1 FASTFOOD & BIRYANI CENTER","4384"
"Curry on Jatta","833"
"The crown Shake","171"
"THE GREAT SHAKE SAHAB","19444"
"KOLKATA CHAT HOUSE","310"
"LASSIDAY CAFE BURGER PAV","162"
"Arihant Dal Bati","1565"
"Bowl Wala","2718"
"Masala","26750"
"Nati Mane Donne Biriyani","579"
"THE INDIAN SAMOSA","7010"
"Green Leaf Cafe","74"
"Biryani By Lazeez","15056"
"Hilton Bangalore EGL","1569"
"S Usha Star Restaurant","4051"
"PURE AND NATURAL","2449"
"Magical Beans Cafe","8361"
"FoodCo","394"
"Tipsy Bull- The Bar Exchange","352"
"The sandwiches cafe","2704"
"Firangi Fried chicken","102"
"Hotel Suvarna Sagar","282"
"Jyothi Pork Hotel","7269"
"MUMBAI PAVBHAJI & TAWA BUTTER PULAV","8231"
"Tupe's Veg-Non veg","1597"
"Flavaur's Dhillon Chicken","519"
"KitchenAroma","97"
"Shakes Bar","69"
"Sri Venkataramana Andhra Mess","3009"
"Smokey SHAWARMA","97"
"CAKE TRIDEV","40907"
"AS Snacks & Pizzas","120"
"THE KULCHA HOUSE","560"
"Jo's Beef Corner","144"
"Terra Cakes","88"
"Quick Eat","6440"
"Norfest - The Dhaba","579"
"Cupcake Bliss Cake & Desserts","24542"
"Pawanji Chic N Meat Wale","389"
"BANARAS CAFE","431"
"PIZZERIA 720 RESTAURANT","1704"
"Jaipur Cafe","8231"
"Pizza Cravings","16013"
"MOTI DHABA (Azadpur Mandi)","861"
"New Indian Chicken Corner","69894"
"New Agarwal Bhavan","1259"
"SSD Meat World and Restaurant","4241"
"BOGA CAFE","2130"
"Fit O'Clock","3412"
"Ayyanar Hotel","6389"
"Aahaar Veg","2134"
"Sardar Ji Ki Special Chaap","153"
"Biryani Manager","653"
"The Biryani 2.0","30644"
"NEW LASSI HUB","17259"
"Sammis Shawarma","898"
"Shaam Restaurant & Lounge","83"
"Karan's Multi Cuisine Restaurant & Bar","843"
"Kwality Confectioners","2560"
"COVAI AMUTHA KITCHEN","718"
"SWEET TRADITION","1773"
"Ambika Dalwada","4069"
"Chatpate Khwaab","519"
"Oye Hoye","694"
"Chinese Bites","4796"
"HomeSlice","468"
"Sirca - Chase The Flavours","2991"
"Sai Ram's Cafe","2940"
"The Bakers Holt","1968"
"Chaat 2.0","125"
"Shakes Pio","3528"
"Palate House Family Restaurant","634"
"Ravis Egg Eatry","2704"
"Rags To Riches Dhaba","454"
"Charlie Baking Co","111"
"Hungry Heroes","949"
"Mike Tyson Beef Briyani","1167"
"Eshanya The Restaurant","6810"
"Street Fast Food Junction","6532"
"MOMO MIAA","26704"
"Noruks","1074"
"Punjab Rasoi","723"
"Nanjil Tiffin Hut","3231"
"Ice Cream World","4921"
"Chanakya Bar Be Que","875"
"Mughal Biriyani Zone","7245"
"Mauj","106"
"BADAM KI JALI","120"
"Sitaram Hathras Wale","10023"
"Punjabi Haveli","8305"
"Scoopy Doo","17884"
"BITTU DI HATTI","3870"
"Dhokla House","653"
"VALENTINE","2546"
"Mughal Samrajya","78593"
"Halal Foods","1139"
"Chinese masala magic","7273"
"UDUPI	AATITHYA","5833"
"Masala Street","84800"
"Banarasi Pan Cafe","3097"
"KHATIR FOODS","60"
"Jitani Food Co","78398"
"Vasireddy Swagruha  Foods","106"
"Foodie Bites","713"
"Fast food fever","20329"
"Hungry's Kitchen","847"
"zam zam biriyani","375"
"Grill N Spices","278"
"Chatore.e.e","639"
"DELHI WAH JI WAH","750"
"Malik Vegetarian Rasoi","1269"
"Maha's Kitchen","1005"
"Shyam Sweets","194"
"Dotty","29148"
"Sri Banasankri Military Hotel","2269"
"Yaaran Di Chaap","1556"
"ARABIAN KNIFE","10648"
"Biriyani Club","0"
"Grand Bakers Confectioners","13903"
"Pooja Veg Bhojnalaya","870"
"Super Chicken","2699"
"Nanna Munna Paratha House","213"
"Levitate Brewery & Kitchen","6829"
"Lazeez Grill & Bbq","2028"
"New Udupi Veg","3685"
"tandooriana","204"
"Cafe Lazy Lad","1134"
"ONE VEG WORLD","194"
"FLAVOUR OF CHETTINADU","2130"
"Ex - Army Sweets","157"
"Special Badam Milk","38611"
"ADYAR VAISHNAVA THATTU IDLI KADI","1218"
"Dayal Dhaba","10310"
"All Time Tiffin World","7532"
"Rampyari Chaiwala Netaji Bhajiawala","667"
"BAKING LOVE BY ANITA","551"
"Salem RR Biriyani","264"
"Deepak agarwal","93"
"Gokul Dhaba","190"
"Sabras-By Club O7","431"
"vinni baker'z","3750"
"Taimur Biryani Centre","782"
"Buffet@home","5926"
"Kheer by ROSEATE","463"
"DP's Nanak Sweets & Restaurant","6486"
"The Hungry Tummy","472"
"A Little Kitchen","1384"
"MADEENA FAST FOOD","10931"
"HAPPY TUMMY","560"
"3kal coffee shop","116"
"Geetha Canteen","1792"
"Sitaram Poha Wala","14713"
"Kesar kitchen","431"
"Royal Spot","681"
"NEW BROTHER CAFE","13227"
"NEW YUVA TIFFEN CENTER","93"
"Mr. Cake Shop","1870"
"Saifee Caterers","1144"
"CHAWLA	SNACKS","44426"
"Madurai Special Jigarthanda","42"
"ASHWINI BAKERY","1176"
"PIZZA HUT HUB","2412"
"THE DOUGHMAN","255"
"Chow San","380"
"VINU COORGU PORK HOTEL","18268"
"Thirstday","3079"
"Cakes N Strawberrys","8069"
"CITY BIRYANI","829"
"Garam Chai Xpress","15736"
"CV Bakers","4264"
"Al Kebabish","2130"
"Chill Out Restaurant","2727"
"Chakh Le India","61579"
"SVA food point","0"
"SM Tiffen Center","4181"
"BITE BY BANSAL","620"
"Bikkgane Biryani","105319"
"Ramji Khana Khazana","25782"
"Shakes Town","10824"
"Eshwari sweet and bakery","46"
"Sandwich N Burger","3736"
"Falafel Express","224222"
"THE CHINESE ZONE","120"
"Classroom cafe","148"
"SuperLean Meals","31055"
"TENZIN CAFE","153"
"ANNAI FILTER COFFEE","1528"
"Backwater Bliss","1338"
"Fruit Juices Home","5417"
"Just Bake Cake - Bakery, Desserts, Cakes & Confectioners","2694"
"Shree Krishna Bhog Family Restaurant","417"
"Vishwaratna The Curry Lounge","301"
"Raj Bhavan kitchen","2153"
"Kitchen75","333"
"Food Mistri","13342"
"Zaika Family Restaurant","21366"
"Hotel Chaithraa","120"
"The Grand Taqdir","2171"
"SHRI SAKTHI FAST FOOD","106"
"BARBEQUE KINGS","181"
"THE COFFEE BAR","5102"
"Al Baik Shawarma","74"
"NI  HAO","333"
"THE BEST DONNE BIRIYANI","2755"
"The veggie kitchen","2954"
"Singh's Grill","500"
"Mannat fast Food","1315"
"APNA SHUDH KHANA","569"
"The Skinz Ooty Chocolate","190"
"Singha Bakery","43542"
"The Bao shop","14713"
"SV Juice junction","9676"
"JPR GRILLED STEAK HOUSE","847"
"Lassi Junction - Anna Nagar","11657"
"SHAMSI'S ROLLS AND KEBABS","37458"
"Desserts Nagara","3111"
"GIANI'S","7134"
"Lalit Chat Bhandar","27565"
"Honey Bee","20486"
"Bamey's Restro Cafe","657"
"Kitchen Se","1676"
"KHICHADI WORLD","69"
"KING ROLLS","968"
"The Biryani Paradise","777"
"Fruit Gallery Juice Point","194"
"Shree Sadashiv Fastfood & Restaurant","495"
"SP Fruit juices","125"
"Shree Ambica Dalwada","2417"
"Fresh N Live","204"
"Green Chilli Pizza Point","2606"
"IN Peace Cafe And Restaurant","1532"
"New Prince Bhajipav Corner","0"
"SHARING SPOON CONTAINER KITCHEN","3329"
"Spice Zone","3838"
"Biryani & Biryani","394"
"Love Suv Te Chicken Khurana","20801"
"Kovai Ammu Mess","528"
"Shree Amul Bhajipav And Pulav","10250"
"Kasturi Rasoi","343"
"Toran Dining Hall","7153"
"Bhuvana Mess","79"
"HOTEL NATURE VIEW","5463"
"GOOD FOOD CORNER","6102"
"Cum N Eat","37750"
"Kantilal Manilal's Gopi","523"
"DE HALLOWEEN BLENDS","13051"
"Clay pot biriyani","2079"
"ARADHANA COORG HOTEL","14287"
"HUNGER HUB","454"
"TandooreMirzapur","847"
"Bangalore Dessert Company","16695"
"TGI Insignia","296"
"RAHAMATH PURE HOME KITCHEN","19134"
"B S FOOD KING","4370"
"Zarwo The Bodo Kitchen","13037"
"Darjeeling Momos","50731"
"Yalla Pizza","46"
"CHAAP JUNCTION","574"
"Angaara Bhatti","7171"
"Grand Manoranjan In","7852"
"Mg chat items","361"
"CHINA CHOW","144"
"ZAM ZAM THE DELICIOUS BIRIYANI","5463"
"Hotel Patil Miyyas","856"
"3 COINS BANGARPET","2204"
"BELL PEPPERS","292"
"Taj Tristar (Ice Spice)","222"
"Zenden","51"
"HOME MADE FOOD","3477"
"FIT FOODIE","532"
"Moolchand Parantha Express","8472"
"Pizza Cottage","11102"
"KARISHMA VALLEY REST","8005"
"Raju gari special biryanis","171"
"Hotel Mujib Biriyani","144"
"KWALITY SNACKS","111"
"Adyar Bakey Pvt Ltd","2370"
"Caffe gelateria","56"
"FOCACCIA BAKERY","23481"
"Mummy's Kulfi","5491"
"Shalimar Residency","2449"
"Taj hotel","5681"
"Kaveri Donne Biriyani","287"
"DELIGHT OF PIZZA","2449"
"PB 02","148"
"Thaqwa Biriyani","4782"
"Little Naga Kitchen","1347"
"THE FOOD DUDE FAMILY HUB RESTAURANT","1671"
"Shake Junction","990"
"OFS - Only fries and shakes","3972"
"La Vie Pizzeria","241"
"PATIALA SHAHI JUNCTION- THE FOOD CAFE","532"
"SNT Tahari House","106"
"PUNJAB KI RASOI","38287"
"SIMPLEE SHAWARMA","296"
"Costa's Fast Food","1861"
"Shrishti Restaurant","394"
"Chhipa juice and fastfood corner","4338"
"Dosa Chand Pizza Mall","5218"
"Fish & Flesh Restaurant","273"
"POWER BOWL","13630"
"AMBIKA CATERING","1370"
"full time bodhai","185"
"Tandoor And Chinese Hut","190"
"dp ambur hot dum biryani","1028"
"Maharaja lassi","97"
"Aangeethi Xpress","157"
"Hotel Sanjay Shambavi  by SANJAY CAFE","1417"
"Tandoori Studio","6685"
"GRILL N CHILL","9750"
"New Ram Balla Sweets & fast Food","231"
"yummy tummy","8028"
"NINJA KITCHEN","74"
"Calories With Pleasure","1546"
"Burger Era","231"
"UZO Sandwich","22778"
"Balu Mess Arthy Theatre Road","7065"
"Punjabi Bytes N Roll","454"
"OLD BOMBAY","565"
"Appetizers n Coolers","120"
"Mandi King Arabian restaurant","40574"
"Annapurna Hotel","9293"
"Last Station Cafe & Tea Bar","403"
"MARIO BROS","181"
"Shambhu's Coffee Bar","17296"
"PISHORI CHICKEN & KHARODE","35759"
"BAWARCHI BIRYANI","3731"
"Bidadi Thatte idly","167"
"Hyderabadi Spice","11857"
"VENUS veg & non veg","431"
"SriJee Food Parlour","148329"
"Diet Dessert Co","861"
"SHAKES n BURGERS","46"
"Kumbakarna","5611"
"Amul Ice cream Parlour at BTM","296"
"Chaitanya Restaurant","22463"
"Marwel Treat Happy Scoops","7319"
"Pizzeria xpress","486"
"AL BRIYANI KEBAB CENTRE","8917"
"FRAPPE MAGIC STORE","6676"
"Tha Sandwiches Cafe","241"
"THE PUNJAB GRILL","222"
"Shree gauri sweets","83"
"Jarlie - Fine Desserts","27574"
"Hotel Ang Mayur","1903"
"Andaaz E Dilli","185"
"Happy Momo Co.","1181"
"RUMALI ROLLS","995"
"New Sri Brahmalingeshwara Upahara","676"
"North kitchen","7245"
"D Hamlet pizza","21324"
"PUNJABI BAR-BE-QUE","1366"
"Bakers Farm Sarkanda","167"
"London Waffle Co","13875"
"Prem's Biryani","1106"
"Biryanis And More","30940"
"Harsha Tiffan Center","167"
"Asia Bowl Co.","907"
"Asia Live","6204"
"Meat Master","1921"
"AM DUM BRIYANI CORNER","15690"
"Sadguru pure veg restaurant","1477"
"Sri Mamatha Hotel","19829"
"Hokart Hari om samosa","2389"
"JUSTBAKE-cakes & desserts","120"
"Saini Food Corner","3611"
"Trippy Cakes","2204"
"CRISPY BITE","23218"
"Karnataka Food Centre","287"
"Soya Moya chaap","1662"
"Daily fresh juice Shop","259"
"Kohinoor Plaza","1329"
"UDTA PUNJABI SWAD","83"
"Steak And shake","43630"
"Gammat Jammat fast food restaurant","6056"
"Nourish Cafe","1736"
"Hide N Out","2116"
"The American Bistro","630"
"NATURON CAKES","9801"
"KHICHDI COMPANY","36565"
"Bharat Chicken Inn","417"
"KAI RUCHI","0"
"The Grand Indian Kitchen","792"
"BASAVESHWAR KHANAVALI","109842"
"Eeebees cake shop","509"
"Unave Amirtham","287"
"Burger Brunch","1162"
"Z BLACK CAFE","48611"
"FAFA FRANKIE","130"
"BASAVESHWAR KHANVALI - JUBILEE CIRCLE","100486"
"Chaap & Roll Express","0"
